geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000439,COORD-000439,LOC-000434,OBJ-002391,Western Watchtower,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,19596,Whiterun Stables,17134,Dawnstar ferry,124303,The Bannered Mare,inn,19596,Breezehome,city_home,19596,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000440,COORD-000440,LOC-000435,OBJ-002392,Whistling Mine,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,31328,Windhelm Stables,51451,Windhelm ferry,41969,The Frozen Hearth,inn,31328,Hjerim,city_home,41969,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000441,COORD-000441,LOC-000436,OBJ-002393,Whiterun,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,0,Whiterun Stables,3591,Dawnstar ferry,114088,The Bannered Mare,inn,0,Breezehome,city_home,0,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000442,COORD-000442,LOC-000437,OBJ-002394,Whiterun Imperial Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,21985,Whiterun Stables,82150,Solitude ferry,102227,Frostfruit Inn,inn,21985,Goldenhills Plantation,ae_farm_home,10616,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000443,COORD-000443,LOC-000438,OBJ-002395,Whiterun Military Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,13395,Whiterun Stables,11419,Windhelm ferry,122737,The Bannered Mare,inn,13395,Breezehome,city_home,13395,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000444,COORD-000444,LOC-000439,OBJ-002396,Whiterun Stables,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,3591,Whiterun Stables,0,Dawnstar ferry,117470,The Bannered Mare,inn,3591,Breezehome,city_home,3591,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000445,COORD-000445,LOC-000440,OBJ-002397,Whiterun Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,33315,Whiterun Stables,34126,Windhelm ferry,97900,The Bannered Mare,inn,33315,Tundra Homestead,ae_home,20459,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000446,COORD-000446,LOC-000441,OBJ-002398,Whitewatch Tower,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,23368,Whiterun Stables,26951,Dawnstar ferry,93214,The Bannered Mare,inn,23368,Tundra Homestead,ae_home,15303,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000447,COORD-000447,LOC-000442,OBJ-002399,Windhelm,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,0,Windhelm Stables,9535,Windhelm ferry,0,Candlehearth Hall,inn,0,Hjerim,city_home,0,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_adjacent,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000448,COORD-000448,LOC-000443,OBJ-002400,Windhelm Military Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,16466,Windhelm Stables,12125,Windhelm ferry,16466,Candlehearth Hall,inn,16466,Hjerim,city_home,16466,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000449,COORD-000449,LOC-000444,OBJ-002401,Windhelm Stables,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,9535,Windhelm Stables,0,Windhelm ferry,9535,Candlehearth Hall,inn,9535,Hjerim,city_home,9535,same_worldspace_overland,major_carriage_origin_adjacent | ferry_terminal_adjacent,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000450,COORD-000450,LOC-000445,OBJ-002402,Windstad Manor,discoverable_non_clearable,hearthfire,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,36221,Solitude carriage origin,41578,Solitude ferry,41578,Moorside Inn,inn,36221,Windstad Manor,hearthfire_homestead,0,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000451,COORD-000451,LOC-000446,OBJ-002403,Winterhold,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,0,Windhelm Stables,81267,Windhelm ferry,72051,The Frozen Hearth,inn,0,Bloodchill Manor,ae_home,58877,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000452,COORD-000452,LOC-000447,OBJ-002404,Winterhold Imperial Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,23678,Windhelm Stables,108894,Dawnstar ferry,23678,Windpeak Inn,inn,23678,Bloodchill Manor,ae_home,30865,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000453,COORD-000453,LOC-000448,OBJ-002405,Winterhold Stormcloak Camp,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,22013,Windhelm Stables,30475,Windhelm ferry,22013,Candlehearth Hall,inn,22013,Hjerim,city_home,22013,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000454,COORD-000454,LOC-000449,OBJ-002406,Witchmist Grove,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,14546,Windhelm Stables,29282,Windhelm ferry,38738,Braidwood Inn,inn,14546,Gallows Hall,ae_home,28755,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000455,COORD-000455,LOC-000450,OBJ-002407,Wreck of the Icerunner,discoverable_non_clearable,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,32051,Solitude carriage origin,32051,Solitude ferry,32051,The Winking Skeever,inn,32051,Windstad Manor,hearthfire_homestead,13364,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold | coastal_or_island_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000456,COORD-000456,LOC-000451,OBJ-002408,Klimmek's House,secondary_marker,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,1670,Whiterun Stables,80402,Windhelm ferry,115191,Vilemyr Inn,inn,1670,Tundra Homestead,ae_home,75118,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000457,COORD-000457,LOC-000452,OBJ-002409,Blackbone Isle Grotto,content_location,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,50564,Markarth Stables,110586,Castle Volkihar ferry,41409,Four Shields Tavern,inn,103357,Dead Man's Dread,ae_home,0,ferry_or_island_access,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,proxy_coordinate | water_or_ferry_access | regional_cold | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: ferry_or_island_access."
GEOG-000458,COORD-000458,LOC-000453,OBJ-002410,Dead Man's Dread,content_location,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,50564,Markarth Stables,110586,Castle Volkihar ferry,41409,Four Shields Tavern,inn,103357,Dead Man's Dread,ae_home,0,ferry_or_island_access,major_carriage_origin_remote | ferry_terminal_regional,regional_cold,proxy_coordinate | water_or_ferry_access | regional_cold | coastal_or_island_marker,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: ferry_or_island_access."
GEOG-000459,COORD-000459,LOC-000454,OBJ-002411,Deadlands,content_location,ae_creation,,unmapped_worldspace,not_comparable,manual_validation_required,manual_validation_required,,,,,,,,,,,,,,separate_worldspace_not_comparable,major_carriage_origin_unavailable | ferry_terminal_unavailable | manual_transport_validation,not_comparable,separate_worldspace | not_comparable,none,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. No comparable x/y coordinate is available for automated service distance. Access model: separate_worldspace_not_comparable."
GEOG-000460,COORD-000460,LOC-000455,OBJ-002412,Fahlbtharz Forge,content_location,ae_creation,Solstheim,proxy_marker,proxy_same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,30410,,,Raven Rock ferry,30410,The Retching Netch,inn,30410,Severin Manor,dragonborn_home,30410,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_near | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,proxy_coordinate | water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: ferry_gateway_then_local_overland."
GEOG-000461,COORD-000461,LOC-000456,OBJ-002413,Gallows Hall,content_location,ae_creation,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,25794,Windhelm Stables,30702,Windhelm ferry,35699,Braidwood Inn,inn,25794,Gallows Hall,ae_home,0,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000462,COORD-000462,LOC-000457,OBJ-002414,Goldenhills Farm Bunkhouse,content_location,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,12720,Whiterun Stables,92259,Solitude ferry,104322,Frostfruit Inn,inn,12720,Goldenhills Plantation,ae_farm_home,0,local_or_interior_subarea,major_carriage_origin_remote | ferry_terminal_remote,standard,proxy_coordinate,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
GEOG-000463,COORD-000463,LOC-000458,OBJ-002415,The Guardian Vault,content_location,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,832,Riften Stables,6257,Windhelm ferry,138026,The Bee and Barb,inn,832,Honeyside,city_home,832,local_or_interior_subarea,major_carriage_origin_adjacent | ferry_terminal_remote,standard,proxy_coordinate,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
GEOG-000464,COORD-000464,LOC-000459,OBJ-002416,Iron Tusk Cave,content_location,ae_creation,Skyrim,proxy_marker,proxy_same_worldspace_xy,northern_skyrim,winterhold_coast,Winterhold,minor_capital,72584,Windhelm Stables,127217,Windhelm ferry,118191,The Frozen Hearth,inn,72584,Hjerim,city_home,118191,local_or_interior_subarea,major_carriage_origin_remote | ferry_terminal_remote,regional_cold,proxy_coordinate | regional_cold,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
